# time,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2
0.846662000000,-0.712150580776,-0.504679679214,1.435806017460,1.595723514600,0.221276728652,-0.187912646516,-1.272437063550
1.356608000000,-0.712150580776,-0.505063174411,1.436189512660,1.596107009790,0.221276728652,-0.187529151319,-1.273204053940
1.856640000000,-0.710616599988,-0.525771915048,1.428519608720,1.597640990580,0.220893233455,-0.176407790607,-1.257097255670
2.356695000000,-0.666131157139,-0.546097160487,1.430437084700,1.603009923340,0.221660223849,-0.094723313652,-1.246742885350
2.846681000000,-0.577543766639,-0.546480655684,1.440791455020,1.657849736510,0.221276728652,-0.228563137395,-1.247126380550
3.356695000000,-0.569490367502,-0.546864150881,1.514422532840,1.788621598670,0.222427214243,-0.411490346350,-1.244058418980
3.846699000000,-0.516184535123,-0.550315607654,1.520558455990,1.894849768240,0.220509738259,-0.572558329078,-1.242140942990
4.356639000000,-0.421077726275,-0.550699102851,1.528611855130,1.923228412810,0.218975757471,-0.652708825245,-1.238305991020
4.846691000000,-0.347830143653,-0.549932112457,1.528995350320,1.924762393600,0.219742747865,-0.664980671548,-1.234854534250
5.356642000000,-0.281868969774,-0.551082598048,1.528995350320,1.925912879190,0.219742747865,-0.697194268094,-1.234471039050
5.856670000000,-0.199034007228,-0.551849588442,1.528995350320,1.977301235580,0.219742747865,-0.866699145155,-1.231786572670
6.356597000000,-0.128854386182,-0.584063184987,1.528995350320,1.994558519450,0.222043719046,-0.898145751307,-1.182699187460
6.856654000000,-0.039500005288,-0.690674849745,1.494864277790,1.994942014640,0.382728206577,-0.936878766201,-1.142048696580
7.346688000000,0.062509717106,-0.786932144185,1.431587570290,1.937801230300,0.464796178729,-0.944932165337,-1.101014710500
7.856645000000,0.183694199349,-0.839087490973,1.369461348380,1.899451710600,0.584446680184,-1.013194310400,-1.115204032790
8.346688000000,0.236616536531,-0.850975842079,1.332645809480,1.903670157770,0.584830175381,-1.072252570730,-1.116354518380
8.846679000000,0.237383526925,-0.851742832473,1.328427362310,1.909422585720,0.585213670578,-1.069951599550,-1.116738013580
9.346820000000,0.237767022122,-0.850208851685,1.329577847900,1.910189576110,0.585213670578,-1.069951599550,-1.115971023190
9.846679000000,0.237000031728,-0.848291375701,1.328043867110,1.903670157770,0.585597165775,-1.069951599550,-1.116738013580
