0.456476,-0.264113,0.641664,0.152131,0.326589,0.189429,0.913407
0.394169,-0.266964,0.637624,0.147027,0.163928,0.182877,0.958158
0.360978,-0.278193,0.642025,0.162078,0.170402,0.194915,0.952209
0.356511,-0.282477,0.642332,0.145744,0.205567,0.172852,0.952168
0.351706,-0.288223,0.639788,0.154684,0.209445,0.176002,0.949331
0.349760,-0.289879,0.639023,0.161478,0.202121,0.179413,0.949149
0.351303,-0.286949,0.641662,0.176077,0.210189,0.175665,0.945494
0.351152,-0.285481,0.642360,0.176750,0.218529,0.176605,0.943300
0.348294,-0.285648,0.641305,0.168933,0.210726,0.179457,0.945966
0.346859,-0.285614,0.641750,0.165484,0.212936,0.188052,0.944410
